,Age_08_04,KM,HP,Automatic,Doors,Quarterly_Tax,Mfr_Guarantee,Guarantee_Period,Airco,Automatic_airco,CD_Player,Powered_Windows,Sport_Model,Tow_Bar,Fuel_Type_Diesel,Fuel_Type_Petrol
826,58,69022,86,0,5,69,1,3,0,0,1,0,1,0,0,1
345,41,28571,110,0,5,85,1,3,1,0,1,1,0,0,0,1
936,63,54936,110,0,5,85,1,3,1,0,0,1,0,0,0,1
1041,62,17345,110,0,3,69,0,3,0,0,0,1,0,0,0,1
340,41,29716,116,0,5,85,0,3,0,0,1,0,0,1,0,1
577,56,33998,110,0,5,85,1,12,1,0,1,0,0,0,0,1
457,54,71276,110,0,5,85,0,3,1,0,0,1,0,0,0,1
175,8,8574,110,0,5,85,1,3,1,1,1,1,1,0,0,1
549,48,43120,97,0,3,69,1,3,1,0,0,1,0,0,0,1
300,37,39757,110,0,5,85,1,3,1,0,1,1,0,1,0,1
459,53,70239,110,0,3,69,0,3,1,0,0,0,0,0,0,1
797,68,74308,110,0,3,69,1,3,1,0,0,0,0,0,0,1
596,50,17619,110,0,4,69,0,3,0,0,0,0,0,0,0,1
1238,75,82256,110,0,3,69,0,3,0,0,0,1,1,0,0,1
1085,79,131500,72,0,5,185,0,3,1,0,0,1,0,0,1,0
680,61,102106,110,0,3,69,0,3,1,0,0,1,1,0,0,1
593,50,22648,97,0,5,85,0,3,0,0,0,1,0,1,0,1
647,68,117000,72,0,3,185,0,3,0,0,0,0,1,0,1,0
1263,78,75323,86,0,5,69,0,12,0,0,0,0,0,1,0,1
463,47,69000,69,0,5,185,0,3,1,0,0,0,0,0,1,0
623,61,136956,110,0,3,85,0,3,1,0,0,1,1,0,0,1
326,42,33623,97,0,3,69,0,3,0,0,1,0,0,0,0,1
1148,74,101000,86,0,3,19,0,3,0,0,0,1,0,0,0,1
898,65,60000,86,0,3,69,1,3,0,0,0,0,1,0,0,1
1307,80,69904,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1211,80,87000,86,0,3,69,0,3,0,0,0,0,0,1,0,1
59,30,38950,110,0,5,85,0,3,1,1,0,1,1,0,0,1
13,31,23000,192,0,3,100,1,3,1,1,1,1,1,0,0,1
1427,71,29000,86,1,3,69,1,3,0,0,0,0,0,0,0,1
785,62,75569,72,0,3,185,0,3,1,0,0,1,0,0,1,0
913,67,58058,110,0,3,85,0,3,1,0,0,1,1,0,0,1
1247,69,79000,86,0,3,69,0,3,0,0,0,0,0,0,0,1
1294,80,71740,110,0,5,85,0,6,0,0,0,0,0,1,0,1
1266,71,75085,86,0,5,69,0,3,0,0,0,0,1,0,0,1
322,37,36074,110,1,5,19,0,12,1,0,0,1,0,0,0,1
729,68,86714,110,0,4,69,1,3,1,0,0,0,0,1,0,1
441,50,76167,97,0,5,85,1,3,1,0,0,0,0,0,0,1
1389,69,52000,110,0,3,69,0,3,0,0,0,0,0,1,0,1
834,65,68000,86,0,3,69,1,3,0,0,0,0,1,0,0,1
554,49,40836,110,1,3,85,1,3,1,0,0,1,0,0,0,1
256,38,53000,110,0,5,85,0,6,1,0,0,1,0,0,0,1
560,54,39291,110,0,3,69,0,3,1,0,1,1,0,0,0,1
1015,62,35512,110,0,3,85,0,3,1,0,0,1,1,0,0,1
1068,78,155210,110,0,3,69,0,6,0,0,0,1,0,0,0,1
791,68,74889,86,0,3,69,1,3,0,0,0,0,1,0,0,1
72,28,28817,110,0,5,85,1,3,1,1,1,1,0,0,0,1
257,44,52084,97,0,3,69,1,3,1,0,0,0,0,0,0,1
1040,63,22178,86,0,3,69,0,3,0,0,0,1,0,0,0,1
2,24,41711,90,0,3,210,1,3,0,0,0,0,0,0,1,0
1375,80,57000,86,0,4,69,1,3,0,0,0,0,0,0,0,1
1119,74,112307,110,0,5,85,1,3,0,0,0,1,0,1,0,1
629,60,130270,110,0,3,69,0,3,1,0,0,1,0,0,0,1
367,41,21651,97,0,3,69,1,3,0,0,0,0,0,0,0,1
1084,73,134539,110,0,5,85,0,3,1,0,0,1,0,1,0,1
813,62,71000,110,0,5,85,0,12,0,0,0,1,0,1,0,1
479,54,63123,110,0,4,69,1,3,1,0,1,1,0,0,0,1
906,68,58860,110,0,3,85,1,3,1,0,0,1,0,1,0,1
628,64,132393,72,0,5,185,0,3,0,0,0,0,1,0,1,0
585,50,29686,110,1,3,85,1,3,1,0,1,1,0,1,0,1
117,7,1,110,0,3,85,0,3,1,0,0,1,1,0,0,1
880,57,61682,110,0,3,69,1,3,1,0,0,1,0,0,0,1
5,32,61000,90,0,3,210,0,3,1,0,0,1,0,0,1,0
1336,79,63918,110,0,4,69,0,6,0,0,0,1,0,0,0,1
900,65,59264,86,0,3,69,0,3,0,0,0,1,1,0,0,1
1109,76,120263,72,0,5,64,0,6,0,0,0,0,0,0,1,0
885,62,61254,110,0,5,85,1,3,1,0,0,1,0,0,0,1
649,58,115715,110,0,5,85,0,3,0,0,0,0,0,0,0,1
445,50,74849,110,1,4,85,1,3,0,0,0,1,0,0,0,1
136,19,27371,97,0,5,85,0,3,1,1,1,1,1,0,0,1
11,22,43610,192,0,3,100,1,3,1,1,0,1,1,0,0,1
1007,60,37111,110,0,3,69,1,3,0,0,0,1,1,1,0,1
332,38,32781,110,0,5,85,1,3,1,0,1,0,0,0,0,1
604,68,204250,72,0,3,185,0,3,0,0,0,1,1,0,1,0
568,52,36000,110,0,5,85,0,3,0,0,0,1,0,1,0,1
1005,68,37759,110,0,5,85,1,3,0,0,0,0,1,0,0,1
679,57,102300,72,0,5,185,1,3,0,0,0,0,0,0,1,0
1376,73,56566,110,0,3,69,0,3,1,0,0,1,1,1,0,1
54,25,49163,110,1,5,100,0,3,0,0,1,0,1,0,0,1
1016,65,35283,86,0,3,69,0,3,0,0,0,1,0,0,0,1
233,41,61200,110,0,3,69,1,3,1,0,1,1,0,0,0,1
84,25,15414,97,0,5,85,1,3,1,0,1,1,1,0,0,1
641,68,119500,110,0,5,85,1,12,0,0,0,1,0,1,0,1
831,63,68238,86,0,5,69,1,3,0,0,0,0,0,0,0,1
64,27,32809,97,0,5,85,0,3,1,0,1,1,1,1,0,1
1171,79,95700,110,0,5,85,0,3,0,0,0,0,0,0,0,1
187,38,180638,90,0,4,210,0,3,1,0,0,1,0,0,1,0
748,61,81170,110,0,4,69,1,3,1,0,0,1,0,1,0,1
151,19,17038,110,0,5,85,1,3,1,1,0,1,1,0,0,1
1106,74,121900,110,0,4,69,0,3,1,0,0,1,0,1,0,1
719,68,88807,110,0,3,69,0,3,0,0,0,1,0,1,0,1
388,48,140700,69,0,5,64,0,3,1,0,1,1,0,0,1,0
137,13,25170,110,0,5,19,0,24,1,0,1,1,0,0,0,1
172,8,10077,97,0,5,85,1,3,1,0,1,1,1,0,0,1
530,48,48071,97,0,3,69,1,3,0,0,1,0,0,0,0,1
1135,72,105856,86,0,3,69,0,3,0,0,0,1,1,0,0,1
455,53,72000,97,0,3,69,0,3,1,0,0,1,0,0,0,1
1126,80,110000,110,0,4,69,0,3,1,0,0,1,0,1,0,1
594,50,22500,97,0,3,69,0,3,1,0,0,0,0,0,0,1
951,57,52548,110,0,3,69,0,3,1,0,0,1,1,1,0,1
1244,70,81663,110,0,3,69,0,3,0,0,0,1,0,1,0,1
374,40,16325,110,0,5,85,0,3,1,0,1,1,0,0,0,1
1363,69,58952,110,0,3,69,0,3,1,0,0,0,1,1,0,1
725,65,87821,86,0,3,69,1,3,0,0,0,0,0,0,0,1
160,16,11000,110,0,4,85,1,3,1,1,0,1,1,0,0,1
50,22,62636,90,0,5,234,1,3,1,0,1,1,1,0,1,0
1146,74,101773,110,0,3,69,0,3,1,0,0,0,1,0,0,1
1076,77,145996,110,0,4,69,0,3,1,0,0,1,0,0,0,1
32,27,29510,97,0,3,85,1,3,1,0,0,1,1,0,0,1
238,44,59000,110,1,5,85,0,3,1,0,0,1,0,0,0,1
996,67,42102,110,0,5,85,1,3,1,0,0,1,0,0,0,1
354,43,25228,110,0,3,69,1,3,1,0,0,1,0,0,0,1
164,11,6155,97,0,5,85,1,3,1,0,1,1,0,0,0,1
486,50,61672,110,0,5,85,0,12,0,0,0,0,0,0,0,1
979,65,45549,86,0,3,69,0,12,0,0,0,0,0,0,0,1
909,65,58300,86,0,3,69,1,3,0,0,0,0,1,0,0,1
786,67,75429,110,0,3,85,1,3,1,0,0,1,1,0,0,1
295,38,41754,110,0,3,69,0,3,0,0,0,0,0,0,0,1
931,58,55478,86,0,5,69,0,3,1,0,0,1,0,0,0,1
474,48,64193,110,0,3,69,0,3,0,0,0,0,0,0,0,1
709,65,92226,110,0,3,85,0,3,1,0,0,1,1,0,0,1
472,52,65170,97,0,3,69,1,3,1,0,0,0,0,0,0,1
937,68,54875,110,0,5,85,1,3,0,0,0,0,1,0,0,1
737,62,83908,110,0,5,85,0,3,0,0,0,0,1,0,0,1
1204,78,87743,110,0,3,85,0,3,0,0,0,1,0,0,0,1
840,68,66785,86,1,3,69,0,3,0,0,0,0,1,0,0,1
97,19,25948,97,0,3,85,1,3,1,0,1,1,1,0,0,1
1028,68,31000,110,0,4,69,0,3,1,0,0,1,0,0,0,1
576,46,34000,110,0,5,85,1,3,1,0,0,1,0,0,0,1
866,58,63870,72,0,5,185,0,3,0,0,0,0,0,0,1,0
1398,75,48400,110,0,5,85,0,3,0,0,0,1,0,0,0,1
550,49,41710,110,0,3,69,1,12,0,0,0,1,0,0,0,1
308,37,38812,97,0,3,69,1,3,1,0,1,1,1,0,0,1
1125,72,110634,86,0,3,69,1,3,0,0,0,1,1,0,0,1
759,62,80000,110,0,5,85,0,3,1,0,0,1,0,0,0,1
672,68,104299,110,0,5,85,0,3,0,0,0,0,1,0,0,1
1234,71,83047,86,1,3,69,0,3,0,0,0,0,1,1,0,1
433,49,80320,110,1,3,85,1,3,0,0,0,0,0,1,0,1
582,56,31000,97,0,3,69,0,6,0,0,0,0,0,0,0,1
1400,70,47955,110,0,5,85,0,6,0,0,0,0,0,0,0,1
1021,68,33847,86,0,4,69,1,3,0,0,0,0,0,0,0,1
1142,80,102300,86,0,3,69,0,3,0,0,0,0,0,1,0,1
925,59,56259,86,0,3,69,0,3,0,0,0,0,0,0,0,1
995,68,42750,110,0,3,69,0,3,0,0,0,0,0,0,0,1
1218,70,85470,107,1,3,85,0,3,1,0,0,0,1,1,0,1
567,48,36005,97,0,5,85,1,3,1,0,0,1,0,0,0,1
619,65,140168,72,0,3,185,0,3,0,0,0,0,1,1,1,0
1138,76,104344,110,0,3,69,0,6,1,0,0,1,0,0,0,1
492,51,59000,97,0,3,69,0,6,1,0,0,1,0,0,0,1
385,51,146736,110,0,5,85,0,3,1,0,1,1,0,1,0,1
281,40,45886,110,0,5,85,1,3,1,0,0,1,0,1,0,1
1176,80,93841,110,0,5,85,0,6,0,0,0,1,0,0,0,1
483,56,62751,110,0,3,69,0,3,1,0,0,0,1,1,0,1
282,39,45713,97,0,5,19,0,6,1,0,1,1,0,0,0,1
437,48,78600,110,0,5,85,0,3,0,0,0,1,0,0,0,1
863,60,64383,86,0,3,69,1,3,0,0,0,0,0,0,0,1
548,56,43700,86,0,3,69,1,3,1,0,0,1,0,0,0,1
780,61,76700,86,0,5,69,0,3,0,0,0,0,1,0,0,1
1010,60,36943,110,0,5,85,1,3,0,0,0,0,1,1,0,1
1426,78,30964,110,1,3,85,1,12,1,0,0,0,0,1,0,1
1405,76,45410,86,0,5,69,1,3,0,0,0,0,0,0,0,1
1282,80,73200,110,0,5,85,0,3,0,0,0,1,1,0,0,1
673,67,104000,86,0,3,69,1,3,1,0,0,1,0,0,0,1
1370,78,57628,110,0,5,85,0,3,0,0,0,1,0,0,0,1
686,65,100550,110,0,5,85,0,3,1,0,0,1,0,1,0,1
1207,72,87083,110,0,4,69,1,3,1,0,0,1,0,1,0,1
1383,76,53133,110,0,5,85,1,3,1,0,0,0,1,0,0,1
121,19,51099,90,0,5,234,0,3,1,0,0,1,0,1,1,0
1140,74,104000,86,0,3,69,0,3,0,0,0,0,0,0,0,1
699,68,95000,110,0,3,69,1,3,0,0,0,0,0,1,0,1
772,61,78063,107,1,5,85,1,3,0,0,0,0,1,1,0,1
16,30,34000,192,0,3,100,0,3,1,1,1,1,0,0,0,1
1417,79,39800,107,1,3,85,0,3,0,0,0,0,1,0,0,1
782,59,76162,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1283,76,73116,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1000,60,40000,86,0,4,69,1,3,0,0,0,0,0,0,0,1
1166,69,97000,110,0,4,69,1,12,0,0,0,0,0,0,0,1
293,33,42823,110,0,5,85,1,3,1,0,0,1,0,0,0,1
823,67,70000,107,1,3,19,0,12,1,0,0,1,0,1,0,1
976,59,46929,86,0,3,69,1,3,1,0,0,1,1,1,0,1
106,14,11500,110,0,3,69,0,12,1,0,0,1,0,0,0,1
726,59,87654,86,1,5,85,1,3,0,0,1,0,0,0,0,1
23,28,32220,110,0,3,85,1,3,1,1,1,1,1,0,0,1
710,68,91505,72,0,3,185,0,3,0,0,0,0,0,0,1,0
69,25,29719,97,0,5,85,1,3,0,0,1,1,1,0,0,1
924,63,57000,86,0,5,69,0,3,0,0,0,0,0,0,0,1
425,45,87274,110,0,3,69,1,3,0,0,0,1,0,0,0,1
947,68,53000,110,1,3,19,0,6,1,0,0,1,0,0,0,1
1013,65,36000,86,0,3,69,0,3,0,0,0,0,0,0,0,1
103,11,16123,110,0,3,85,1,3,1,0,1,1,1,0,0,1
555,50,40400,97,0,5,85,1,3,0,0,0,1,0,1,0,1
1225,74,84123,110,0,3,69,0,3,0,0,0,0,1,0,0,1
1066,69,156204,72,0,3,185,0,3,0,0,1,0,1,0,1,0
881,68,61568,110,0,4,69,1,3,0,0,0,0,0,1,0,1
1347,70,61510,110,0,4,69,1,3,0,0,0,0,0,1,0,1
74,28,28000,110,0,5,85,1,3,1,1,1,1,0,0,0,1
507,55,54900,97,0,5,85,1,3,0,0,0,0,0,0,0,1
1298,78,71186,110,0,3,69,0,3,1,0,0,0,1,0,0,1
218,44,74846,97,0,3,69,1,3,0,0,0,0,0,0,0,1
1270,78,74926,110,0,5,85,0,6,0,0,0,1,0,1,0,1
1030,68,30300,86,0,4,69,1,12,0,0,0,1,0,1,0,1
265,38,49500,110,0,5,85,1,3,1,0,0,1,0,1,0,1
857,60,64914,110,0,5,85,0,3,0,0,0,0,1,0,0,1
1102,75,123104,110,0,5,85,0,3,0,0,0,0,1,0,0,1
434,49,80090,97,0,3,69,0,6,1,0,0,1,0,0,0,1
110,4,4000,116,0,5,283,0,3,1,1,1,1,1,0,1,0
510,52,53561,97,0,5,85,1,3,0,0,1,1,0,0,0,1
40,22,49059,97,0,3,85,0,3,0,0,0,0,1,0,0,1
977,63,46000,86,0,5,69,0,3,0,0,0,0,1,0,0,1
276,39,46821,97,0,5,85,1,3,1,0,1,1,0,1,0,1
339,42,30190,110,0,5,85,1,3,0,0,0,0,0,1,0,1
1425,80,34000,86,0,4,69,1,12,0,0,0,0,0,0,0,1
778,68,77008,86,0,3,69,1,12,0,0,0,0,0,0,0,1
185,1,1,110,0,5,19,0,36,1,0,1,1,0,0,0,1
1114,76,115345,110,0,5,85,0,3,0,0,0,1,0,1,0,1
744,65,82000,86,0,3,69,0,3,0,0,0,0,0,1,0,1
860,63,64690,86,0,3,69,1,3,1,0,1,1,0,0,0,1
1433,71,17016,86,0,3,69,0,3,0,0,0,0,0,0,0,1
921,63,57124,110,0,3,85,0,3,1,0,0,1,1,0,0,1
61,27,37177,110,0,5,85,0,3,1,1,1,1,1,0,0,1
870,65,62396,110,0,3,69,0,3,0,0,0,0,1,0,0,1
578,55,33230,110,0,3,69,0,3,1,0,0,1,1,0,0,1
655,59,113700,110,0,5,19,1,12,0,0,0,0,0,1,0,1
922,63,57000,110,0,3,69,0,3,1,0,0,0,1,0,0,1
387,48,142130,110,0,5,197,0,3,1,0,1,0,0,1,0,0
127,20,35000,97,0,5,85,0,3,1,0,1,1,1,0,0,1
1292,77,71900,86,0,3,69,1,3,0,0,0,0,0,0,0,1
251,43,54600,110,0,4,69,1,3,1,0,0,0,0,0,0,1
1291,78,72000,110,0,3,85,1,3,0,0,0,1,0,0,0,1
1112,78,120000,110,0,5,85,0,3,0,0,0,1,0,1,0,1
307,42,38932,110,0,3,69,0,12,0,0,0,1,0,1,0,1
193,40,130062,69,0,5,185,0,3,1,0,0,0,0,1,1,0
646,65,117609,86,0,3,69,0,3,0,0,0,0,1,0,0,1
502,53,57475,110,0,3,69,0,3,1,0,0,0,0,1,0,1
33,26,32692,97,0,3,85,0,3,1,0,0,1,1,0,0,1
1198,75,89507,86,0,3,69,0,3,0,0,0,0,1,0,0,1
1267,73,75000,110,0,5,85,0,3,1,0,0,1,0,0,0,1
57,26,43000,97,0,5,85,1,3,1,0,0,1,1,0,0,1
1139,74,104150,110,0,3,69,0,3,0,0,0,1,1,0,0,1
358,43,24553,110,0,5,85,1,3,1,0,0,1,0,0,0,1
45,23,84000,90,0,5,234,0,3,1,1,0,1,0,0,1,0
1141,73,103121,86,0,5,69,0,3,0,0,0,1,0,0,0,1
1091,73,128006,110,0,3,69,1,3,0,0,0,1,0,0,0,1
1168,78,96000,86,0,3,69,0,3,0,0,0,0,0,1,0,1
68,22,30000,110,0,5,234,1,3,1,1,1,1,1,0,1,0
318,42,37000,97,0,3,69,1,3,0,0,0,0,0,0,0,1
291,39,43254,110,0,5,85,1,3,1,0,1,1,0,0,0,1
46,27,79375,90,0,5,234,0,3,1,0,1,1,1,0,1,0
277,39,46694,110,0,3,69,1,3,0,0,1,0,0,0,0,1
1323,80,66843,110,0,5,85,1,3,1,0,0,1,0,0,0,1
297,40,41339,110,0,5,85,1,3,1,0,1,1,0,1,0,1
224,35,71200,110,0,5,85,0,3,1,0,1,1,0,0,0,1
1121,73,111602,86,0,3,69,0,3,0,0,0,1,1,0,0,1
1311,73,68988,86,0,5,69,1,3,0,0,0,0,0,0,0,1
1035,62,26000,107,1,3,85,0,3,1,0,0,1,0,0,0,1
364,38,22865,110,0,5,85,1,3,1,0,1,1,0,0,0,1
427,54,84598,110,0,5,19,0,6,1,0,0,1,0,1,0,1
366,35,21904,97,0,3,69,0,3,0,0,0,0,0,0,0,1
0,23,46986,90,0,3,210,0,3,0,0,0,1,0,0,1,0
